Date,Author,Content
2024-07-27 00:21:11,Bob,wait what
2024-07-27 01:46:04,Alice,literally
2024-07-27 03:34:22,Bob,so are you
2024-07-27 05:15:20,Alice,what??
2024-07-27 05:32:54,Bob,ok i'm back
2024-07-27 06:10:52,Alice,how about chipotle?
2024-07-27 06:12:29,Bob,let's plan something soon
2024-07-27 07:15:29,Alice,"perfect, saturday it is"
2024-07-27 08:25:12,Bob,say less
2024-07-27 08:33:46,Alice,idk yet
2024-07-27 08:34:34,Alice,yesss
2024-07-27 09:02:38,Bob,don't worry about it
2024-07-27 09:10:01,Alice,thanks!
2024-07-27 11:27:05,Bob,way too long
2024-07-27 12:44:30,Bob,BYE
2024-07-27 15:36:36,Bob,this is gonna be fun
2024-07-27 18:39:38,Alice,talk soon?
2024-07-27 19:47:09,Bob,nice
2024-07-27 20:14:42,Alice,no cap
2024-07-27 20:55:48,Bob,took me forever
2024-07-27 21:37:42,Alice,morning
2024-07-27 21:44:01,Bob,what's up
2024-07-27 22:48:06,Bob,fair enough
2024-07-27 23:02:53,Alice,tell me
2024-07-27 23:31:48,Bob,like what
2024-07-28 00:03:05,Alice,wanna watch a movie tonight?
2024-07-28 00:14:34,Bob,for sure
2024-07-28 00:20:39,Alice,yes?
2024-07-28 01:35:49,Bob,oh btw
2024-07-28 03:08:02,Alice,BYE
2024-07-28 03:16:39,Bob,wait what
2024-07-28 03:17:41,Alice,go back to sleep then
2024-07-28 03:59:33,Alice,yesss
2024-07-28 03:59:41,Alice,wanna do something?
2024-07-28 04:19:24,Alice,calling you now
2024-07-28 08:01:33,Bob,anything good?
2024-07-28 08:03:29,Alice,literally
2024-07-28 08:54:10,Alice,i'm so tired tho
2024-07-28 08:55:37,Bob,that was fun
2024-07-28 09:38:52,Alice,now we can chill
2024-07-28 10:53:42,Alice,how about this weekend?
2024-07-28 11:05:22,Bob,true true
2024-07-28 11:06:09,Alice,i'm so tired tho
2024-07-28 11:41:19,Bob,definitely
2024-07-28 12:00:16,Alice,it's nice outside
2024-07-28 14:40:58,Bob,all good
2024-07-28 14:54:33,Bob,okay fr tho i gotta go now
2024-07-28 18:04:08,Alice,lol bye
2024-07-28 18:57:58,Bob,this is gonna be fun
2024-07-28 19:18:20,Alice,wanna grab lunch?
2024-07-28 20:09:04,Alice,it happens
2024-07-28 20:58:17,Bob,okayy
2024-07-28 21:31:08,Alice,fair enough
2024-07-28 22:00:26,Alice,idk yet
2024-07-29 00:15:02,Alice,freedom at last
2024-07-29 01:17:55,Bob,💀
2024-07-29 01:20:47,Bob,you got this
2024-07-29 01:20:50,Alice,what time works for you?
2024-07-29 01:53:10,Bob,ok i'm back
2024-07-29 02:05:03,Bob,just background noise
2024-07-29 02:33:23,Bob,let me check
2024-07-29 03:00:43,Bob,what??
2024-07-29 06:02:09,Alice,you're so dramatic
2024-07-29 06:37:48,Bob,ttyl
2024-07-29 07:55:38,Alice,tell me
2024-07-29 10:17:27,Alice,you're good
2024-07-29 10:55:53,Bob,let's plan something soon
2024-07-29 10:56:47,Alice,can't wait
2024-07-29 11:43:46,Bob,cool cool
2024-07-29 12:10:07,Alice,yesss
2024-07-29 12:51:28,Bob,okayy
2024-07-29 13:34:38,Alice,let me check
2024-07-29 14:02:04,Alice,huh
2024-07-29 15:36:51,Bob,did you finish that assignment?
2024-07-29 15:58:36,Alice,true true
2024-07-29 17:27:25,Alice,okayy
2024-07-29 18:21:41,Bob,you're the best
2024-07-29 18:39:08,Bob,same here
2024-07-29 19:09:50,Bob,BYE
2024-07-29 19:54:39,Bob,sorry
2024-07-29 21:08:38,Alice,it happens
2024-07-29 21:18:21,Bob,oh damn
2024-07-29 22:39:31,Bob,no cap
2024-07-29 23:21:28,Alice,that was fun
2024-07-30 00:10:02,Bob,thanks for understanding
2024-07-30 01:55:54,Alice,wanna do something?
2024-07-30 03:35:02,Alice,for sure
2024-07-30 04:55:09,Bob,we could go for a walk
2024-07-30 06:24:57,Bob,it's been too long
2024-07-30 07:39:15,Alice,way too long
2024-07-30 08:09:19,Bob,i'm so tired tho
2024-07-30 08:42:56,Bob,💀
2024-07-30 08:52:18,Alice,way too long
2024-07-30 09:17:03,Alice,see you then
2024-07-30 10:04:49,Bob,miss you
2024-07-30 11:21:30,Alice,just background noise
2024-07-30 12:17:53,Bob,it's nice outside
2024-07-30 12:24:19,Alice,miss you too
2024-07-30 12:49:05,Bob,facts
2024-07-30 13:23:22,Alice,go back to sleep then
2024-07-30 16:28:16,Bob,"pretty good, yours?"
2024-07-30 16:40:18,Alice,definitely
2024-07-30 16:50:46,Alice,bruh
2024-07-30 17:14:06,Bob,hmm maybe
2024-07-30 18:08:36,Alice,for sure
2024-07-30 18:14:35,Bob,let me check
2024-07-30 18:35:36,Alice,sorry for the late reply
2024-07-30 20:23:14,Bob,yes please
2024-07-30 20:27:52,Bob,okay i gotta go
2024-07-30 20:28:42,Bob,you're so dramatic
2024-07-30 21:21:09,Alice,okay!
2024-07-30 23:03:53,Bob,lmaoo
2024-07-30 23:10:46,Alice,nevermind lol
2024-07-31 00:55:33,Bob,don't worry about it
2024-07-31 00:56:39,Alice,miss you
2024-07-31 01:00:01,Alice,wait what
2024-07-31 01:59:40,Bob,let's do it
2024-07-31 03:27:14,Alice,thank you so much
2024-07-31 03:35:08,Bob,no cap
2024-07-31 04:49:14,Alice,wanna watch a movie tonight?
2024-07-31 05:26:11,Bob,aww thanks
2024-07-31 05:35:29,Alice,fair enough
2024-07-31 05:44:23,Alice,yooo
2024-07-31 06:13:05,Bob,give me a min
2024-07-31 08:57:26,Alice,maybe
2024-07-31 10:59:50,Bob,took me forever
2024-07-31 11:40:42,Alice,wanna grab lunch?
2024-07-31 11:50:45,Bob,okay!
2024-07-31 12:28:04,Alice,say less
2024-07-31 13:21:34,Alice,oh damn
2024-07-31 13:44:25,Bob,it happens
2024-07-31 14:12:15,Bob,sounds like a plan
2024-07-31 14:36:03,Alice,how about chipotle?
2024-07-31 14:57:50,Alice,like what
2024-07-31 15:19:15,Bob,let's do it
2024-07-31 15:30:15,Bob,"not much, you?"
2024-07-31 17:28:08,Alice,no worries
2024-07-31 20:52:18,Bob,sure! where?
2024-07-31 21:08:17,Alice,i'm so bored
2024-07-31 21:15:00,Bob,wanna watch a movie tonight?
2024-07-31 21:56:52,Alice,same honestly
2024-07-31 23:08:04,Bob,hmm maybe
2024-07-31 23:19:17,Alice,for real
2024-08-01 00:41:28,Bob,good luck
2024-08-01 02:35:05,Alice,same
2024-08-01 04:27:35,Bob,yesss
2024-08-01 05:09:32,Bob,lol
2024-08-01 05:31:58,Alice,thanks!
2024-08-01 05:42:42,Bob,how about chipotle?
2024-08-01 09:07:25,Alice,let me check
2024-08-01 10:56:03,Bob,okay fr tho i gotta go now
2024-08-01 11:00:19,Alice,excited
2024-08-01 12:29:48,Bob,yeah let's call
2024-08-01 13:18:13,Alice,what are you doing rn?
2024-08-01 14:46:28,Bob,what time works for you?
2024-08-01 14:58:56,Bob,miss you too
2024-08-01 15:36:19,Alice,okay bye
2024-08-01 19:41:05,Bob,no worries
2024-08-01 19:47:39,Alice,sounds like a plan
2024-08-01 21:41:47,Alice,wait
2024-08-01 21:47:57,Bob,yes please
2024-08-01 22:19:20,Bob,i'm so tired tho
2024-08-01 22:58:03,Alice,miss you too
2024-08-02 02:05:16,Alice,literally
2024-08-02 02:08:01,Bob,same here
2024-08-02 03:32:34,Bob,same
2024-08-02 05:26:50,Bob,nice
2024-08-02 05:56:26,Alice,thank you so much
2024-08-02 10:22:57,Bob,yooo
2024-08-02 10:24:34,Alice,yeah seriously
2024-08-02 11:59:55,Bob,which one?
2024-08-02 12:24:47,Alice,let's plan something soon
2024-08-02 13:26:12,Bob,what time works for you?
2024-08-02 13:43:48,Alice,you got this
2024-08-02 14:14:43,Bob,appreciate it
2024-08-02 15:02:17,Alice,can't wait
2024-08-02 15:20:30,Bob,what are you doing rn?
2024-08-02 17:01:25,Alice,i know right
2024-08-02 17:43:55,Bob,not bad
2024-08-02 17:45:16,Alice,sorry
2024-08-02 17:47:47,Bob,appreciate it
2024-08-02 17:55:06,Alice,rip
2024-08-02 18:21:00,Bob,what??
2024-08-02 18:47:46,Bob,sorry
2024-08-02 19:08:36,Alice,fair enough
2024-08-02 19:49:59,Bob,kinda tired tbh
2024-08-02 22:20:56,Alice,say less
2024-08-02 22:51:24,Bob,all good
2024-08-02 23:31:23,Bob,just background noise
2024-08-03 01:48:07,Alice,me too
2024-08-03 01:59:57,Alice,just watching tv
2024-08-03 02:03:39,Bob,cool cool
2024-08-03 02:42:21,Alice,just background noise
2024-08-03 03:05:48,Bob,can't wait
2024-08-03 03:07:28,Alice,for sure
2024-08-03 04:19:34,Bob,okay bye
2024-08-03 05:16:02,Alice,literally
2024-08-03 06:14:49,Bob,agreed
2024-08-03 08:01:44,Alice,took me forever
2024-08-03 08:53:05,Alice,ofc
2024-08-03 09:50:51,Bob,wait
2024-08-03 11:36:38,Alice,it happens
2024-08-03 11:51:18,Bob,rip
2024-08-03 11:55:02,Bob,perfect
2024-08-03 11:57:24,Alice,anytime
2024-08-03 12:45:47,Alice,facts
2024-08-03 12:57:49,Bob,it was so annoying
2024-08-03 13:29:01,Alice,excited
2024-08-03 15:35:31,Bob,did you finish that assignment?
2024-08-03 16:07:47,Alice,sounds like a plan
2024-08-03 16:36:49,Bob,wait what
2024-08-03 17:28:20,Alice,same honestly
2024-08-03 20:58:13,Bob,fair enough
2024-08-03 21:02:22,Alice,np
2024-08-03 21:06:42,Alice,okay!
2024-08-03 22:27:21,Bob,morning
2024-08-03 23:21:57,Alice,did you finish that assignment?
2024-08-04 00:07:10,Alice,good morning!
2024-08-04 00:28:00,Bob,omg you won't believe what happened
2024-08-04 00:33:06,Bob,one sec
2024-08-04 03:05:36,Alice,BYE
2024-08-04 05:15:01,Alice,nice
2024-08-04 05:17:29,Alice,"pretty good, yours?"
2024-08-04 05:53:27,Bob,this is gonna be fun
2024-08-04 06:09:06,Bob,but you love me anyway
2024-08-04 06:18:12,Alice,miss you
2024-08-04 08:30:20,Alice,bruh
2024-08-04 10:49:23,Alice,perfect
2024-08-04 11:39:11,Alice,lol bye
2024-08-04 12:21:11,Alice,just background noise
2024-08-04 12:57:06,Bob,how about chipotle?
2024-08-04 13:29:55,Bob,tell me
2024-08-04 15:24:10,Bob,i'm so tired tho
2024-08-04 15:34:02,Bob,it's nice outside
2024-08-04 15:43:15,Alice,we should hang out more
2024-08-04 16:39:47,Alice,always
2024-08-04 18:13:14,Bob,which one?
2024-08-04 18:32:57,Alice,we could go for a walk
2024-08-04 19:42:34,Alice,i wish
2024-08-04 21:00:15,Alice,calling you now
2024-08-04 21:46:03,Alice,definitely
2024-08-04 22:37:39,Bob,took me forever
2024-08-04 22:48:04,Alice,definitely
2024-08-04 23:56:23,Bob,calling you now
2024-08-05 00:52:15,Alice,what are you doing rn?
2024-08-05 02:27:16,Bob,miss you
2024-08-05 02:27:38,Alice,okay okay
2024-08-05 03:19:21,Bob,😂
2024-08-05 03:32:12,Bob,"perfect, saturday it is"
2024-08-05 04:01:18,Alice,be right back
2024-08-05 04:18:19,Bob,let's do it
2024-08-05 04:30:13,Bob,idk you pick
2024-08-05 05:11:54,Alice,nothing nvm
2024-08-05 05:38:15,Bob,literally
2024-08-05 05:54:11,Alice,pretty good
2024-08-05 06:26:44,Bob,agreed
2024-08-05 06:39:35,Bob,yes please
2024-08-05 08:32:48,Bob,excited
2024-08-05 10:43:18,Alice,how about chipotle?
2024-08-05 11:03:44,Bob,excited
2024-08-05 11:11:17,Alice,me neither
2024-08-05 11:35:20,Bob,or we could just call
2024-08-05 12:16:58,Alice,nevermind lol
2024-08-05 12:36:10,Bob,cool cool
2024-08-05 13:06:29,Alice,hey what's up
2024-08-05 15:44:26,Bob,what are you doing rn?
2024-08-05 16:47:01,Alice,glad it's over
2024-08-05 17:32:06,Alice,not bad
2024-08-05 17:52:28,Bob,sorry
2024-08-05 18:14:05,Alice,but you love me anyway
2024-08-05 19:00:36,Bob,okay i gotta go
2024-08-05 19:25:34,Alice,sounds like a plan
2024-08-05 21:09:54,Bob,me neither
2024-08-05 22:48:50,Bob,"not much, you?"
2024-08-05 23:17:58,Alice,just background noise
2024-08-05 23:31:17,Bob,let's plan something soon
2024-08-05 23:57:26,Bob,bye for real this time
2024-08-06 00:35:44,Alice,see you then
2024-08-06 01:36:03,Alice,fr fr
2024-08-06 02:22:05,Alice,you're a real one
2024-08-06 02:48:58,Alice,yes please
2024-08-06 03:15:00,Bob,that's crazy
2024-08-06 03:43:09,Bob,just watching tv
2024-08-06 03:43:53,Alice,nice
2024-08-06 05:44:28,Bob,go back to sleep then
2024-08-06 06:46:10,Bob,let's plan something soon
2024-08-06 08:36:25,Bob,way too long
2024-08-06 08:44:39,Alice,yeah finally
2024-08-06 09:09:01,Alice,thanks for understanding
2024-08-06 09:15:05,Alice,tell me
2024-08-06 09:20:24,Bob,you're a real one
2024-08-06 09:52:01,Alice,sure! where?
2024-08-06 11:24:23,Alice,now we can chill
2024-08-06 12:51:31,Bob,i know 😂
2024-08-06 15:44:55,Alice,bye!
2024-08-06 15:57:30,Alice,sure! where?
2024-08-06 16:18:16,Bob,facts
2024-08-06 18:10:56,Bob,that's crazy
2024-08-06 18:46:19,Bob,tell me
2024-08-06 19:07:31,Alice,you're a real one
2024-08-06 20:37:16,Bob,but you love me anyway
2024-08-06 22:02:16,Alice,"perfect, saturday it is"
2024-08-06 22:27:38,Alice,maybe 8?
2024-08-06 23:17:09,Bob,i'm overthinking again
2024-08-06 23:29:19,Alice,we should hang out more
2024-08-07 00:24:04,Alice,maybe 8?
2024-08-07 01:21:57,Alice,you too
2024-08-07 01:24:25,Alice,lmaoo
2024-08-07 03:06:09,Bob,bet
2024-08-07 05:00:20,Alice,pretty good
2024-08-07 05:23:29,Bob,pretty good
2024-08-07 05:34:51,Alice,literally
2024-08-07 06:31:17,Bob,ok i'm back
2024-08-07 06:44:58,Alice,sure! where?
2024-08-07 07:19:14,Bob,let me check
2024-08-07 07:39:05,Bob,wait
2024-08-07 07:39:09,Alice,appreciate it
2024-08-07 08:08:00,Bob,literally
2024-08-07 08:19:41,Alice,i'm so tired tho
2024-08-07 08:35:16,Bob,kinda tired tbh
2024-08-07 08:49:00,Bob,rip
2024-08-07 08:53:00,Alice,sure! where?
2024-08-07 10:01:08,Bob,np
2024-08-07 10:01:11,Alice,took me forever
2024-08-07 10:48:19,Bob,aww thanks
2024-08-07 10:50:08,Alice,me too
2024-08-07 10:52:17,Bob,go back to sleep then
2024-08-07 11:22:26,Alice,what time works for you?
2024-08-07 13:03:20,Alice,be right back
2024-08-07 17:31:38,Bob,wait
2024-08-07 17:49:52,Bob,way too long
2024-08-07 19:07:38,Bob,okay!
2024-08-07 23:55:15,Bob,lol
2024-08-08 01:51:38,Bob,okay!
2024-08-08 01:57:45,Bob,okay fr tho i gotta go now
2024-08-08 02:43:48,Alice,but you love me anyway
2024-08-08 03:44:24,Alice,facts
2024-08-08 04:02:19,Alice,you're so dramatic
2024-08-08 04:19:45,Bob,idk you pick
2024-08-08 04:41:59,Alice,byeee
2024-08-08 04:56:16,Bob,bye for real this time
2024-08-08 05:00:53,Alice,for real
2024-08-08 06:11:04,Bob,not bad
2024-08-08 06:39:41,Alice,cool cool
2024-08-08 08:31:05,Bob,miss you
2024-08-08 09:38:14,Alice,morning
2024-08-08 09:57:56,Bob,you too
2024-08-08 10:13:32,Alice,me too
2024-08-08 10:43:59,Alice,aww thanks
2024-08-08 12:36:35,Bob,yeah let's call
2024-08-08 12:43:20,Alice,np
2024-08-08 13:48:01,Alice,byeee
2024-08-08 13:55:37,Bob,you're so dramatic
2024-08-08 17:01:44,Alice,lmaoo
2024-08-08 18:21:30,Bob,oh yeah i heard about that
2024-08-08 19:25:29,Alice,bet
2024-08-08 19:44:21,Bob,byeee
2024-08-08 20:38:08,Alice,that's crazy
2024-08-08 22:10:06,Bob,me too
2024-08-08 22:26:28,Alice,okay i gotta go
2024-08-08 22:27:35,Bob,i wish
2024-08-09 00:10:45,Alice,BYE
2024-08-09 00:25:36,Bob,give me a min
2024-08-09 01:55:20,Bob,what time works for you?
2024-08-09 03:43:03,Alice,all good
2024-08-09 03:50:12,Bob,excited
2024-08-09 04:26:30,Alice,"perfect, saturday it is"
2024-08-09 04:52:50,Bob,wanna do something?
2024-08-09 05:52:29,Alice,how was your day?
2024-08-09 06:39:32,Bob,sure! where?
2024-08-09 09:24:59,Alice,sure! where?
2024-08-09 10:02:17,Bob,sorry
2024-08-09 10:41:44,Alice,for sure
2024-08-09 13:03:40,Bob,anytime
2024-08-09 13:17:07,Alice,i have class soon
2024-08-09 13:23:51,Bob,appreciate it
2024-08-09 13:26:01,Alice,just background noise
2024-08-09 13:54:10,Alice,bye!
2024-08-09 13:54:31,Bob,for sure
2024-08-09 15:02:32,Alice,it's been too long
2024-08-09 15:34:26,Bob,definitely
2024-08-09 15:59:12,Alice,nice
2024-08-09 16:51:29,Bob,you're so dramatic
2024-08-09 17:35:33,Alice,okay i gotta go
2024-08-09 18:30:59,Bob,you're the best
2024-08-09 19:58:41,Alice,yesss
2024-08-09 20:46:49,Alice,yesss
2024-08-09 21:46:15,Bob,you're a real one
2024-08-09 23:25:31,Alice,true true
2024-08-10 00:19:07,Bob,way too long
2024-08-10 00:22:56,Alice,yeah seriously
2024-08-10 00:23:02,Bob,fr fr
2024-08-10 01:25:48,Bob,so are you
2024-08-10 01:29:18,Alice,bet
2024-08-10 03:29:39,Alice,bet
2024-08-10 03:48:40,Alice,i know 😂
2024-08-10 04:40:46,Alice,okay actually one more thing
2024-08-10 05:03:06,Alice,maybe 8?
2024-08-10 05:22:34,Bob,fair enough
2024-08-10 05:29:00,Alice,definitely
2024-08-10 05:46:33,Bob,way too long
2024-08-10 07:19:21,Alice,lol
2024-08-10 08:26:19,Bob,i'm dead
2024-08-10 09:08:55,Alice,bye for real this time
2024-08-10 09:52:00,Bob,good luck
2024-08-10 10:14:52,Alice,don't worry about it
2024-08-10 10:52:20,Alice,literally
2024-08-10 11:09:57,Alice,let's do it
2024-08-10 11:41:51,Bob,true true
2024-08-10 13:50:46,Bob,you're the best
2024-08-10 13:59:55,Bob,but you love me anyway
2024-08-10 15:25:19,Alice,yes please
2024-08-10 17:07:49,Bob,okay heading out now
2024-08-10 18:46:40,Alice,fair enough
2024-08-10 18:50:21,Bob,see you then
2024-08-10 20:20:53,Bob,wait
2024-08-10 20:27:05,Alice,sounds like a plan
2024-08-10 21:17:05,Bob,like what
2024-08-10 22:58:22,Alice,true true
2024-08-10 23:59:19,Bob,not really
2024-08-11 01:32:55,Alice,not really
2024-08-11 02:30:26,Alice,okay okay
2024-08-11 03:57:59,Alice,give me a min
2024-08-11 04:11:04,Bob,lol bye
2024-08-11 05:13:47,Alice,same here
2024-08-11 07:06:45,Alice,did you finish that assignment?
2024-08-11 07:54:14,Alice,sorry for the late reply
2024-08-11 08:10:00,Bob,or we could just call
2024-08-11 08:47:44,Alice,okay fr tho i gotta go now
2024-08-11 09:48:30,Alice,okay!
2024-08-11 12:18:54,Alice,thanks for understanding
2024-08-11 17:28:31,Alice,or we could just call
2024-08-11 17:44:27,Bob,ttyl
2024-08-11 19:23:14,Bob,me neither
2024-08-11 19:32:07,Alice,aww thanks
2024-08-11 20:31:41,Alice,how about that new one on netflix
2024-08-11 20:52:31,Bob,omg you won't believe what happened
2024-08-11 21:19:38,Alice,okay bye
2024-08-11 23:28:58,Bob,i know right
2024-08-12 05:08:22,Alice,excited
2024-08-12 05:18:02,Alice,how was your day?
2024-08-12 07:48:27,Bob,nice
2024-08-12 11:48:10,Alice,"pretty good, yours?"
2024-08-12 12:12:13,Alice,thanks i'll need it
2024-08-12 12:25:52,Bob,how'd you sleep?
2024-08-12 12:54:56,Bob,oh damn
2024-08-12 13:40:24,Bob,appreciate it
2024-08-12 13:49:49,Bob,let's do it
2024-08-12 14:53:48,Alice,hey what's up
2024-08-12 15:27:48,Alice,that was fun
2024-08-12 23:12:08,Bob,see you then
2024-08-13 00:16:31,Alice,me neither
2024-08-13 01:37:23,Alice,nice
2024-08-13 01:52:36,Alice,like what
2024-08-13 02:30:28,Bob,it's nice outside
2024-08-13 02:46:44,Alice,wait
2024-08-13 03:47:17,Bob,but you love me anyway
2024-08-13 03:53:24,Alice,okay okay
2024-08-13 03:57:49,Alice,see you then
2024-08-13 04:50:43,Bob,hey what's up
2024-08-13 05:16:49,Alice,maybe 8?
2024-08-13 07:43:46,Bob,let's do it
2024-08-13 08:06:04,Alice,thanks!
2024-08-13 08:53:27,Bob,how about this weekend?
2024-08-13 09:59:32,Alice,what are you doing rn?
2024-08-13 10:11:03,Bob,thanks i'll need it
2024-08-13 11:11:13,Alice,me too
2024-08-13 11:49:17,Bob,yes?
2024-08-13 13:25:12,Bob,like what
2024-08-13 13:30:29,Alice,yes please
2024-08-13 13:42:30,Alice,it happens
2024-08-13 14:36:55,Bob,i'm free saturday
2024-08-13 14:38:18,Alice,oh damn
2024-08-13 14:49:18,Bob,we could go for a walk
2024-08-13 15:41:27,Alice,it's been too long
2024-08-13 18:20:02,Bob,wait
2024-08-13 18:36:11,Alice,lol bye
2024-08-13 20:48:29,Bob,for real
2024-08-13 21:07:17,Bob,which one?
2024-08-13 21:13:01,Alice,calling you now
2024-08-13 21:18:09,Bob,okay fr tho i gotta go now
2024-08-13 22:59:31,Bob,lol bye
2024-08-13 23:18:53,Alice,sounds good
2024-08-13 23:46:40,Bob,like what
2024-08-14 00:21:00,Alice,you're the best
2024-08-14 00:24:40,Bob,for real
2024-08-14 00:26:25,Alice,idk you pick
2024-08-14 02:30:12,Bob,bruh
2024-08-14 04:10:49,Alice,sounds like a plan
2024-08-14 04:47:56,Bob,lmaoo
2024-08-14 06:05:57,Alice,😂
2024-08-14 07:44:39,Bob,thanks!
2024-08-14 07:47:02,Bob,no worries
2024-08-14 08:11:37,Alice,sure! where?
2024-08-14 08:24:06,Bob,which one?
2024-08-14 08:26:33,Bob,for sure
2024-08-14 09:10:51,Alice,fr fr
2024-08-14 10:17:46,Bob,took me forever
2024-08-14 10:27:36,Bob,i'm overthinking again
2024-08-14 10:40:43,Alice,yooo
2024-08-14 10:44:07,Bob,how about this weekend?
2024-08-14 11:57:20,Bob,see you then
2024-08-14 12:10:00,Alice,oh yeah i heard about that
2024-08-14 12:11:20,Alice,tell me
2024-08-14 17:45:27,Bob,nice
2024-08-14 18:16:03,Alice,cool cool
2024-08-14 18:43:49,Bob,perfect
2024-08-14 19:09:28,Bob,how about this weekend?
2024-08-14 19:13:23,Alice,ok i'm back
2024-08-14 19:33:48,Bob,like what
2024-08-14 19:52:46,Bob,lmao
2024-08-14 20:00:04,Alice,hey what's up
2024-08-14 20:16:47,Bob,just watching tv
2024-08-14 20:59:08,Alice,or we could just call
2024-08-14 21:43:22,Bob,pretty good
2024-08-14 22:30:18,Alice,bet
2024-08-14 22:46:13,Bob,thanks for understanding
2024-08-14 23:46:05,Alice,yes please
2024-08-14 23:59:52,Bob,yeah let's call
2024-08-15 00:25:12,Bob,it's been too long
2024-08-15 00:39:02,Bob,i'm dead
2024-08-15 01:38:00,Alice,okay!
2024-08-15 02:36:08,Alice,now we can chill
2024-08-15 03:05:51,Bob,how about chipotle?
2024-08-15 03:20:40,Alice,excited
2024-08-15 03:48:02,Bob,anything good?
2024-08-15 04:43:17,Alice,you too
2024-08-15 05:19:25,Bob,yeah let's call
2024-08-15 07:35:26,Bob,give me a min
2024-08-15 07:38:31,Bob,i know right
2024-08-15 07:55:56,Alice,omg you won't believe what happened
2024-08-15 08:20:16,Bob,okay heading out now
2024-08-15 08:45:03,Alice,yes?
2024-08-15 08:58:27,Bob,byeee
2024-08-15 08:59:58,Bob,oh yeah i heard about that
2024-08-15 11:47:37,Bob,sorry for the late reply
2024-08-15 12:29:23,Bob,how about this weekend?
2024-08-15 13:31:20,Alice,you're the best
2024-08-15 14:15:54,Alice,it was so annoying
2024-08-15 15:10:05,Bob,idk you pick
2024-08-15 16:37:51,Bob,how'd you sleep?
2024-08-15 16:47:00,Alice,did you finish that assignment?
2024-08-15 16:53:44,Alice,sure! where?
2024-08-15 18:28:05,Bob,literally
2024-08-15 19:17:36,Alice,sure! where?
2024-08-15 23:26:51,Bob,anytime
2024-08-15 23:41:01,Alice,hmm maybe
2024-08-16 00:47:43,Bob,sounds like a plan
2024-08-16 00:57:31,Alice,omg you won't believe what happened
2024-08-16 01:20:29,Alice,what??
2024-08-16 02:23:43,Alice,i'm free saturday
2024-08-16 02:24:39,Bob,me neither
2024-08-16 02:52:25,Alice,maybe 8?
2024-08-16 02:59:06,Alice,kinda tired tbh
2024-08-16 03:04:34,Alice,i'm overthinking again
2024-08-16 03:30:42,Alice,this is gonna be fun
2024-08-16 04:52:48,Bob,but you love me anyway
2024-08-16 05:55:30,Alice,same
2024-08-16 06:13:43,Bob,lmaoo
2024-08-16 06:14:06,Alice,for real
2024-08-16 08:21:19,Alice,nice
2024-08-16 09:40:11,Bob,"not much, you?"
2024-08-16 10:19:40,Bob,aww thanks
2024-08-16 10:24:36,Alice,nothing nvm
2024-08-16 11:05:20,Bob,aww thanks
2024-08-16 11:58:00,Alice,go back to sleep then
2024-08-16 12:30:17,Alice,same honestly
2024-08-16 13:38:47,Bob,"perfect, saturday it is"
2024-08-16 15:02:18,Bob,nothing nvm
2024-08-16 15:21:45,Alice,thanks!
2024-08-16 15:56:11,Bob,how about this weekend?
2024-08-16 17:20:06,Alice,💀
2024-08-16 17:52:37,Alice,that's crazy
2024-08-16 18:20:45,Bob,what time works for you?
2024-08-16 18:33:15,Bob,give me a min
2024-08-16 19:41:42,Alice,rip
2024-08-16 20:57:24,Bob,rip
2024-08-16 22:10:06,Alice,no cap
2024-08-16 23:50:50,Bob,anytime
2024-08-16 23:56:13,Alice,anytime
2024-08-17 00:13:58,Bob,rip
2024-08-17 00:31:42,Alice,no worries
2024-08-17 01:32:10,Alice,see you then
2024-08-17 01:42:56,Bob,don't worry about it
2024-08-17 04:46:25,Bob,now we can chill
2024-08-17 06:21:19,Alice,maybe 8?
2024-08-17 07:34:15,Bob,that was fun
2024-08-17 09:35:38,Alice,which one?
2024-08-17 09:49:34,Bob,i wish
2024-08-17 10:02:01,Alice,BYE
2024-08-17 10:46:55,Alice,okay fr tho i gotta go now
2024-08-17 12:24:05,Bob,let's do it
2024-08-17 12:32:40,Bob,so are you
2024-08-17 12:43:20,Alice,this is gonna be fun
2024-08-17 13:11:39,Alice,glad it's over
2024-08-17 14:19:17,Bob,sounds like a plan
2024-08-17 15:16:39,Bob,i wish
2024-08-17 17:10:34,Alice,always
2024-08-17 18:17:51,Bob,sounds good
2024-08-17 19:30:55,Alice,that's crazy
2024-08-17 20:45:07,Alice,yeah finally
2024-08-18 00:02:21,Alice,thanks for understanding
2024-08-18 05:59:55,Alice,say less
2024-08-18 06:44:55,Bob,what??
2024-08-18 07:48:29,Bob,maybe
2024-08-18 09:01:47,Alice,idk you pick
2024-08-18 10:54:36,Bob,anytime
2024-08-18 12:08:40,Alice,you got this
2024-08-18 12:17:48,Bob,me neither
2024-08-18 12:34:44,Alice,byeee
2024-08-18 13:15:11,Bob,maybe 8?
2024-08-18 14:42:37,Alice,facts
2024-08-18 15:14:22,Bob,okayy
2024-08-18 16:11:16,Bob,wanna grab lunch?
2024-08-18 16:23:49,Alice,this is gonna be fun
2024-08-18 17:01:23,Bob,okay okay
2024-08-18 17:28:17,Alice,don't worry about it
2024-08-18 17:55:43,Bob,okay okay
2024-08-18 18:15:12,Alice,okayy
2024-08-18 18:39:51,Alice,what's up
2024-08-18 19:28:34,Bob,i know right
2024-08-18 20:23:05,Alice,for sure
